Ward number ,Ward Name,Number of Connections,Consumption in ML,avg_household_size,income_level,water_efficiency
1624,Synthetic Ward 1426,766,242.46,2,Low,0.57
1625,Synthetic Ward 1427,6300,58.94,6,Middle,0.99
1626,Synthetic Ward 1428,7120,309.67,5,Middle,0.8
1627,Synthetic Ward 1429,3575,282.21,3,High,0.87
1628,Synthetic Ward 1430,7944,336.1,3,Middle,0.56
1629,Synthetic Ward 1431,4504,251.49,3,Middle,0.93
1630,Synthetic Ward 1432,4389,240.95,3,Middle,0.92
1631,Synthetic Ward 1433,8631,357.77,3,Low,0.83
1632,Synthetic Ward 1434,4904,157.68,3,High,0.75
1633,Synthetic Ward 1435,6974,170.53,3,Middle,0.86
1634,Synthetic Ward 1436,3136,426.38,5,Middle,0.5
1635,Synthetic Ward 1437,704,143.77,2,High,0.8
1636,Synthetic Ward 1438,442,94.32,4,Middle,0.92
1637,Synthetic Ward 1439,2447,329.35,6,Low,0.68
1638,Synthetic Ward 1440,9296,356.78,4,Middle,0.55
1639,Synthetic Ward 1441,7839,75.8,4,Low,0.71
1640,Synthetic Ward 1442,2630,448.06,2,Low,0.86
1641,Synthetic Ward 1443,7958,375.11,2,Middle,0.55
1642,Synthetic Ward 1444,9307,267.7,2,High,0.6
1643,Synthetic Ward 1445,8210,317.73,3,Low,0.57
1644,Synthetic Ward 1446,3897,369.15,5,High,0.9
1645,Synthetic Ward 1447,6025,209.53,3,Middle,0.53
1646,Synthetic Ward 1448,6189,260.76,5,Low,0.84
1647,Synthetic Ward 1449,3232,54.72,5,Middle,0.68
1648,Synthetic Ward 1450,5862,10.46,4,High,0.88
1649,Synthetic Ward 1451,5155,431.89,4,Middle,0.98
1650,Synthetic Ward 1452,8749,149.21,5,Middle,0.56
1651,Synthetic Ward 1453,3511,469.68,5,Low,0.66
1652,Synthetic Ward 1454,9829,95.82,3,Middle,0.91
1653,Synthetic Ward 1455,4955,341.34,3,Middle,0.63
1654,Synthetic Ward 1456,8931,233.5,4,Middle,0.61
1655,Synthetic Ward 1457,5300,353.03,2,Low,0.91
1656,Synthetic Ward 1458,5864,329.18,5,High,0.99
1657,Synthetic Ward 1459,8567,188.61,3,High,0.78
1658,Synthetic Ward 1460,4852,494.45,4,Middle,0.64
1659,Synthetic Ward 1461,6800,178.8,3,Low,0.7
1660,Synthetic Ward 1462,8964,97.28,5,Middle,0.59
1661,Synthetic Ward 1463,8622,326.87,5,High,0.88
1662,Synthetic Ward 1464,8913,353.88,6,Low,0.89
1663,Synthetic Ward 1465,672,349.36,2,High,0.94
1664,Synthetic Ward 1466,1251,222.87,6,High,0.51
1665,Synthetic Ward 1467,4695,360.64,4,Low,0.78
1666,Synthetic Ward 1468,9245,246.87,3,Low,0.61
1667,Synthetic Ward 1469,9571,110.14,4,Middle,0.67
1668,Synthetic Ward 1470,9083,462.59,5,Middle,0.89
1669,Synthetic Ward 1471,7638,194.1,6,High,0.6
1670,Synthetic Ward 1472,9497,259.25,6,Low,0.82
1671,Synthetic Ward 1473,4263,437.46,6,Low,0.83
1672,Synthetic Ward 1474,518,154.93,4,Middle,0.98
1673,Synthetic Ward 1475,2945,145.77,5,High,0.89
1674,Synthetic Ward 1476,8750,191.73,3,High,0.9
1675,Synthetic Ward 1477,1623,220.24,3,Middle,0.77
1676,Synthetic Ward 1478,8664,226.36,4,Low,0.59
1677,Synthetic Ward 1479,8392,80.49,6,Middle,0.71
1678,Synthetic Ward 1480,8200,105.67,2,Middle,0.77
1679,Synthetic Ward 1481,4046,19.01,4,Middle,0.84
1680,Synthetic Ward 1482,3328,166.58,4,Middle,0.8
1681,Synthetic Ward 1483,214,236.5,5,Low,0.7
1682,Synthetic Ward 1484,1230,308.8,3,Middle,0.63
1683,Synthetic Ward 1485,4776,369.7,4,Low,0.58
1684,Synthetic Ward 1486,2450,422.96,4,Middle,0.85
1685,Synthetic Ward 1487,5402,375.63,6,High,0.82
1686,Synthetic Ward 1488,5091,408.48,6,Low,0.84
1687,Synthetic Ward 1489,5873,124.71,2,High,0.69
1688,Synthetic Ward 1490,5634,364.16,5,Middle,0.63
1689,Synthetic Ward 1491,600,95.96,2,Middle,0.88
1690,Synthetic Ward 1492,583,267.99,6,Middle,0.89
1691,Synthetic Ward 1493,2283,364.44,3,Low,0.73
1692,Synthetic Ward 1494,6691,208.49,6,High,0.81
1693,Synthetic Ward 1495,6041,340.26,5,Low,0.69
1694,Synthetic Ward 1496,6840,48.31,6,Low,0.85
1695,Synthetic Ward 1497,4623,365.28,5,Middle,0.92
1696,Synthetic Ward 1498,4011,50.24,5,High,0.84
1697,Synthetic Ward 1499,4461,277.45,5,Middle,0.76
1698,Synthetic Ward 1500,3871,455.27,5,Low,0.73
1699,Synthetic Ward 1501,4343,88.23,5,Middle,0.82
1700,Synthetic Ward 1502,5646,328.3,3,High,0.84
1701,Synthetic Ward 1503,5725,75.28,2,Middle,0.78
1702,Synthetic Ward 1504,8941,424.48,4,High,0.81
1703,Synthetic Ward 1505,4848,86.93,2,High,0.55
1704,Synthetic Ward 1506,2726,136.84,5,Middle,0.98
1705,Synthetic Ward 1507,5650,177.48,3,Low,0.9
1706,Synthetic Ward 1508,6244,455.35,6,Middle,0.69
1707,Synthetic Ward 1509,2233,45.26,3,Low,0.78
1708,Synthetic Ward 1510,3560,242.12,5,Low,0.52
1709,Synthetic Ward 1511,5578,391.13,3,Middle,0.52
1710,Synthetic Ward 1512,2553,236.99,3,Low,0.63
1711,Synthetic Ward 1513,9926,19.23,5,Low,0.84
1712,Synthetic Ward 1514,7660,21.53,3,Middle,0.93
1713,Synthetic Ward 1515,9105,328.19,4,Middle,0.78
1714,Synthetic Ward 1516,763,186.75,4,Middle,0.77
1715,Synthetic Ward 1517,1592,105.4,3,Low,0.7
1716,Synthetic Ward 1518,3432,360.54,6,High,0.58
1717,Synthetic Ward 1519,9090,79.64,5,Low,0.56
1718,Synthetic Ward 1520,4459,450.84,4,High,0.88
1719,Synthetic Ward 1521,3834,341.42,6,Middle,0.96
1720,Synthetic Ward 1522,8502,63.21,3,High,0.73
1721,Synthetic Ward 1523,3115,95.29,6,Middle,0.83
1722,Synthetic Ward 1524,2262,494.72,2,Middle,0.96
1723,Synthetic Ward 1525,7379,423.47,4,High,0.55
1724,Synthetic Ward 1526,396,460.3,3,Middle,0.89
1725,Synthetic Ward 1527,4095,474.24,5,High,0.81
1726,Synthetic Ward 1528,5936,382.45,3,Middle,0.8
1727,Synthetic Ward 1529,8789,477.92,5,Low,0.65
1728,Synthetic Ward 1530,2920,417.88,3,Low,0.84
1729,Synthetic Ward 1531,1561,139.69,6,Middle,0.9
1730,Synthetic Ward 1532,7030,46.54,6,Middle,0.56
1731,Synthetic Ward 1533,2890,401.1,6,High,0.77
1732,Synthetic Ward 1534,8895,390.62,2,Low,0.55
1733,Synthetic Ward 1535,1258,99.23,5,High,0.94
1734,Synthetic Ward 1536,2437,84.71,6,Middle,0.75
1735,Synthetic Ward 1537,4024,413.03,2,Middle,0.9
1736,Synthetic Ward 1538,5060,49.73,5,High,0.68
1737,Synthetic Ward 1539,9231,143.31,3,Middle,0.56
1738,Synthetic Ward 1540,9349,372.45,2,Low,0.52
1739,Synthetic Ward 1541,1711,379.16,4,High,0.64
1740,Synthetic Ward 1542,4517,52.63,2,Low,0.62
1741,Synthetic Ward 1543,9397,192.89,2,Low,0.78
1742,Synthetic Ward 1544,2954,255.63,5,Low,0.51
1743,Synthetic Ward 1545,3972,18.4,3,High,0.76
1744,Synthetic Ward 1546,6042,240.75,4,Middle,0.7
1745,Synthetic Ward 1547,6314,149.02,6,Low,0.79
1746,Synthetic Ward 1548,5154,118.32,6,Low,0.85
1747,Synthetic Ward 1549,1248,184.02,2,Low,0.82
1748,Synthetic Ward 1550,3082,302.87,5,Middle,0.99
1749,Synthetic Ward 1551,9673,97.25,5,Middle,0.57
1750,Synthetic Ward 1552,8338,365.09,6,High,0.71
1751,Synthetic Ward 1553,9641,454.14,4,Middle,0.71
1752,Synthetic Ward 1554,3292,108.73,3,High,0.71
1753,Synthetic Ward 1555,4726,74.91,4,High,0.83
1754,Synthetic Ward 1556,985,414.09,3,High,0.74
1755,Synthetic Ward 1557,299,110.41,6,High,0.76
1756,Synthetic Ward 1558,9232,89.31,3,High,0.72
1757,Synthetic Ward 1559,9744,455.84,5,Low,1.0
1758,Synthetic Ward 1560,9718,100.92,2,Middle,0.96
1759,Synthetic Ward 1561,2207,305.7,2,Low,0.65
1760,Synthetic Ward 1562,8377,282.73,6,High,0.56
1761,Synthetic Ward 1563,2985,396.21,5,Middle,0.92
1762,Synthetic Ward 1564,7959,131.26,4,Low,1.0
1763,Synthetic Ward 1565,6108,70.46,5,Low,0.65
1764,Synthetic Ward 1566,2176,498.57,2,High,0.68
1765,Synthetic Ward 1567,8731,486.71,2,Low,0.97
1766,Synthetic Ward 1568,3359,81.58,5,Low,0.86
1767,Synthetic Ward 1569,6013,281.0,5,Low,0.65
1768,Synthetic Ward 1570,3801,314.7,2,Low,0.79
1769,Synthetic Ward 1571,2187,141.54,4,Low,0.97
1770,Synthetic Ward 1572,2767,197.56,6,High,0.91
1771,Synthetic Ward 1573,8868,21.67,6,High,0.87
1772,Synthetic Ward 1574,9192,334.24,5,Low,0.87
1773,Synthetic Ward 1575,5804,474.44,6,High,0.59
1774,Synthetic Ward 1576,2083,381.45,2,High,0.91
1775,Synthetic Ward 1577,3004,128.51,2,Middle,0.64
1776,Synthetic Ward 1578,535,257.27,5,Low,0.97
1777,Synthetic Ward 1579,3881,126.57,5,High,0.68
1778,Synthetic Ward 1580,1747,437.71,5,High,0.93
1779,Synthetic Ward 1581,8144,488.75,4,Low,0.63
1780,Synthetic Ward 1582,9547,95.67,6,Middle,0.76
1781,Synthetic Ward 1583,7676,64.91,5,Low,0.55
1782,Synthetic Ward 1584,5587,404.32,3,Middle,0.83
1783,Synthetic Ward 1585,5717,296.09,3,Low,0.92
1784,Synthetic Ward 1586,887,137.82,2,Low,0.86
1785,Synthetic Ward 1587,2349,19.86,6,Low,0.76
1786,Synthetic Ward 1588,7308,496.59,5,Low,0.52
1787,Synthetic Ward 1589,686,106.98,3,Middle,0.97
1788,Synthetic Ward 1590,7557,450.29,6,Middle,0.85
1789,Synthetic Ward 1591,9716,195.29,2,High,0.87
1790,Synthetic Ward 1592,5678,477.34,4,Low,0.9
1791,Synthetic Ward 1593,1097,451.48,6,Middle,0.87
1792,Synthetic Ward 1594,1848,255.1,6,Middle,0.72
1793,Synthetic Ward 1595,9163,394.98,4,Middle,0.87
1794,Synthetic Ward 1596,7671,234.58,6,Low,0.81
1795,Synthetic Ward 1597,8865,304.47,2,High,0.93
1796,Synthetic Ward 1598,6009,302.58,2,Middle,0.9
1797,Synthetic Ward 1599,1487,130.19,4,Low,0.52
1798,Synthetic Ward 1600,8575,201.74,5,Middle,0.69
1799,Synthetic Ward 1601,8856,386.6,3,Middle,0.52
1800,Synthetic Ward 1602,8771,332.81,5,High,0.55
1801,Synthetic Ward 1603,1084,252.28,6,Middle,0.8
1802,Synthetic Ward 1604,6053,416.84,3,Middle,0.94
1803,Synthetic Ward 1605,5337,403.01,4,Low,0.56
1804,Synthetic Ward 1606,1742,201.64,4,Low,0.73
1805,Synthetic Ward 1607,4370,39.04,3,High,0.96
1806,Synthetic Ward 1608,539,190.54,2,Low,0.91
1807,Synthetic Ward 1609,1111,223.12,3,Low,0.76
1808,Synthetic Ward 1610,7616,211.16,6,High,0.89
1809,Synthetic Ward 1611,7505,433.55,2,Middle,0.76
1810,Synthetic Ward 1612,3278,102.56,4,High,0.58
1811,Synthetic Ward 1613,9983,363.73,3,Low,0.56
1812,Synthetic Ward 1614,7733,467.59,5,High,0.59
1813,Synthetic Ward 1615,6125,12.9,5,Middle,0.68
1814,Synthetic Ward 1616,3996,87.34,6,High,0.97
1815,Synthetic Ward 1617,9121,44.06,5,Low,0.9
1816,Synthetic Ward 1618,3985,151.85,3,Low,0.72
1817,Synthetic Ward 1619,108,417.72,3,High,0.75
1818,Synthetic Ward 1620,9274,247.32,5,Middle,0.63
1819,Synthetic Ward 1621,6917,18.27,3,High,0.85
1820,Synthetic Ward 1622,3192,230.27,6,Middle,0.9
1821,Synthetic Ward 1623,1244,403.28,2,Middle,0.62
1822,Synthetic Ward 1624,1546,366.96,6,High,0.52
1823,Synthetic Ward 1625,1563,58.67,6,Middle,0.81
1824,Synthetic Ward 1626,8458,120.14,3,Low,0.78
1825,Synthetic Ward 1627,5947,242.12,2,High,0.7
1826,Synthetic Ward 1628,1442,342.59,3,Middle,0.82
1827,Synthetic Ward 1629,9251,379.23,4,Low,0.78
1828,Synthetic Ward 1630,5142,165.84,3,High,0.63
1829,Synthetic Ward 1631,149,202.65,3,Low,0.7
1830,Synthetic Ward 1632,2883,50.12,3,Low,0.71
1831,Synthetic Ward 1633,4039,39.61,2,Low,0.94
1832,Synthetic Ward 1634,2348,231.51,3,Middle,0.98
1833,Synthetic Ward 1635,7608,338.54,2,High,0.95
1834,Synthetic Ward 1636,2665,147.07,5,High,0.86
1835,Synthetic Ward 1637,4839,498.02,4,Middle,0.79
1836,Synthetic Ward 1638,5155,404.5,2,High,0.84
1837,Synthetic Ward 1639,7367,417.98,5,Low,0.97
1838,Synthetic Ward 1640,6473,372.37,2,High,0.62
1839,Synthetic Ward 1641,5565,265.47,2,Middle,0.77
1840,Synthetic Ward 1642,6362,125.5,4,Low,0.84
1841,Synthetic Ward 1643,6553,375.71,6,Middle,0.84
1842,Synthetic Ward 1644,9868,30.56,6,Low,0.63
1843,Synthetic Ward 1645,9849,323.83,2,Low,0.79
1844,Synthetic Ward 1646,2564,258.68,3,High,0.9
1845,Synthetic Ward 1647,1153,182.7,5,Low,0.74
1846,Synthetic Ward 1648,5865,315.86,3,Middle,0.9
1847,Synthetic Ward 1649,4103,10.39,3,High,0.68
1848,Synthetic Ward 1650,7267,52.82,2,Middle,0.97
1849,Synthetic Ward 1651,5509,396.98,2,Low,0.77
1850,Synthetic Ward 1652,5722,95.74,2,Middle,0.8
1851,Synthetic Ward 1653,6549,258.44,2,Middle,0.52
1852,Synthetic Ward 1654,1122,437.05,6,Low,0.59
1853,Synthetic Ward 1655,446,229.57,2,High,0.82
1854,Synthetic Ward 1656,9123,202.94,6,Middle,0.71
1855,Synthetic Ward 1657,5807,268.3,6,Low,0.75
1856,Synthetic Ward 1658,597,78.21,2,High,0.53
1857,Synthetic Ward 1659,185,325.95,4,High,0.92
1858,Synthetic Ward 1660,9236,324.8,5,High,0.89
1859,Synthetic Ward 1661,3132,143.71,3,Middle,0.59
1860,Synthetic Ward 1662,2270,428.8,6,Middle,0.82
1861,Synthetic Ward 1663,2181,138.58,5,Middle,0.91
1862,Synthetic Ward 1664,6434,125.76,4,High,0.82
1863,Synthetic Ward 1665,5337,172.2,3,Middle,0.66
1864,Synthetic Ward 1666,6904,485.5,3,Low,0.83
1865,Synthetic Ward 1667,8092,257.91,6,Middle,0.61
1866,Synthetic Ward 1668,5701,24.39,2,Middle,0.66
1867,Synthetic Ward 1669,5168,482.07,4,High,0.62
1868,Synthetic Ward 1670,9105,469.52,6,Middle,0.78
1869,Synthetic Ward 1671,7767,237.24,4,Low,0.55
1870,Synthetic Ward 1672,2577,41.67,2,High,0.97
1871,Synthetic Ward 1673,8362,399.55,2,Low,0.67
1872,Synthetic Ward 1674,8939,488.1,6,High,0.61
1873,Synthetic Ward 1675,2826,472.21,2,High,0.75
1874,Synthetic Ward 1676,2093,300.86,5,Middle,0.64
1875,Synthetic Ward 1677,9684,130.43,3,Low,0.77
1876,Synthetic Ward 1678,4963,153.52,6,High,0.67
1877,Synthetic Ward 1679,6548,134.37,4,Middle,0.57
1878,Synthetic Ward 1680,2248,129.44,5,High,0.63
1879,Synthetic Ward 1681,4016,92.15,6,High,0.72
1880,Synthetic Ward 1682,9081,23.49,2,High,0.52
1881,Synthetic Ward 1683,8206,34.18,2,High,0.89
1882,Synthetic Ward 1684,3233,82.21,2,High,0.81
1883,Synthetic Ward 1685,5191,370.47,2,High,0.8
1884,Synthetic Ward 1686,1623,65.57,4,Middle,0.77
1885,Synthetic Ward 1687,757,357.82,5,High,0.8
1886,Synthetic Ward 1688,101,114.29,3,Low,0.97
1887,Synthetic Ward 1689,8624,64.58,4,Middle,0.5
1888,Synthetic Ward 1690,1853,448.87,4,Low,0.52
1889,Synthetic Ward 1691,9156,127.92,3,High,0.6
1890,Synthetic Ward 1692,2421,286.97,3,Low,0.58
1891,Synthetic Ward 1693,4119,125.49,2,High,0.59
1892,Synthetic Ward 1694,397,81.07,4,High,0.84
1893,Synthetic Ward 1695,3763,379.14,6,Middle,0.73
1894,Synthetic Ward 1696,1201,97.35,3,Middle,1.0
1895,Synthetic Ward 1697,3182,412.35,3,High,0.61
1896,Synthetic Ward 1698,6259,488.65,5,Middle,0.66
1897,Synthetic Ward 1699,2571,487.05,6,Low,0.99
1898,Synthetic Ward 1700,7126,166.9,6,Middle,0.92
1899,Synthetic Ward 1701,5305,192.28,3,Middle,0.73
1900,Synthetic Ward 1702,9262,316.32,2,Low,0.78
1901,Synthetic Ward 1703,7163,130.65,5,Middle,0.92
1902,Synthetic Ward 1704,2655,416.17,6,High,0.74
1903,Synthetic Ward 1705,9325,408.0,3,Low,0.6
1904,Synthetic Ward 1706,7401,446.07,6,High,0.91
1905,Synthetic Ward 1707,7054,70.33,5,Low,0.77
1906,Synthetic Ward 1708,8605,292.57,5,High,0.58
1907,Synthetic Ward 1709,4377,242.55,4,High,0.75
1908,Synthetic Ward 1710,2971,113.96,3,Middle,0.71
1909,Synthetic Ward 1711,3874,308.58,5,High,0.94
1910,Synthetic Ward 1712,6400,330.64,4,Middle,0.56
1911,Synthetic Ward 1713,9597,435.16,4,Low,0.94
1912,Synthetic Ward 1714,3368,239.19,6,High,0.76
1913,Synthetic Ward 1715,6057,315.28,6,High,0.7
1914,Synthetic Ward 1716,8001,164.83,4,Low,0.58
1915,Synthetic Ward 1717,7092,118.56,6,Low,0.85
1916,Synthetic Ward 1718,1231,197.33,5,High,0.96
1917,Synthetic Ward 1719,5036,93.6,2,Low,0.69
1918,Synthetic Ward 1720,3155,26.67,5,Middle,0.62
1919,Synthetic Ward 1721,6495,71.42,4,Low,0.78
1920,Synthetic Ward 1722,8859,262.7,4,Low,0.9
1921,Synthetic Ward 1723,7643,130.29,5,High,0.5
1922,Synthetic Ward 1724,3502,123.69,6,Middle,0.82
1923,Synthetic Ward 1725,8231,116.8,6,Low,0.8
1924,Synthetic Ward 1726,8446,134.31,4,Middle,0.66
1925,Synthetic Ward 1727,2496,195.38,3,Middle,0.73
1926,Synthetic Ward 1728,3310,400.44,6,Middle,0.62
1927,Synthetic Ward 1729,7685,475.34,5,High,0.89
1928,Synthetic Ward 1730,1177,114.23,6,Low,0.82
1929,Synthetic Ward 1731,7618,75.27,5,High,0.77
1930,Synthetic Ward 1732,8339,17.07,4,Low,0.7
1931,Synthetic Ward 1733,3735,129.66,6,Low,0.65
1932,Synthetic Ward 1734,707,438.77,5,High,0.91
1933,Synthetic Ward 1735,2322,367.76,4,Middle,0.73
1934,Synthetic Ward 1736,2289,439.58,3,Middle,0.75
1935,Synthetic Ward 1737,9049,453.33,5,Low,0.76
1936,Synthetic Ward 1738,3336,93.37,3,High,0.72
1937,Synthetic Ward 1739,368,40.34,3,Middle,0.63
1938,Synthetic Ward 1740,9413,189.9,2,Middle,0.56
1939,Synthetic Ward 1741,1536,146.46,6,Low,0.55
1940,Synthetic Ward 1742,4173,478.96,5,Low,0.88
1941,Synthetic Ward 1743,3519,336.03,3,High,0.61
1942,Synthetic Ward 1744,3666,490.5,2,Low,0.53
1943,Synthetic Ward 1745,5176,105.32,4,Middle,0.9
1944,Synthetic Ward 1746,9863,329.21,5,Middle,0.58
1945,Synthetic Ward 1747,7687,211.6,3,Middle,0.81
1946,Synthetic Ward 1748,5942,106.16,6,Middle,0.67
1947,Synthetic Ward 1749,7326,441.36,2,High,0.56
1948,Synthetic Ward 1750,8097,176.23,3,High,0.71
1949,Synthetic Ward 1751,4763,242.75,6,Low,0.51
1950,Synthetic Ward 1752,2482,41.4,3,Low,0.92
1951,Synthetic Ward 1753,8931,175.96,5,Low,0.76
1952,Synthetic Ward 1754,6393,183.02,5,High,0.57
1953,Synthetic Ward 1755,6264,277.6,5,Middle,0.62
1954,Synthetic Ward 1756,5060,376.48,2,Low,0.72
1955,Synthetic Ward 1757,6900,371.61,5,Middle,0.59
1956,Synthetic Ward 1758,4431,465.99,6,Low,0.63
1957,Synthetic Ward 1759,2641,217.12,3,Low,0.77
1958,Synthetic Ward 1760,6674,409.95,4,Low,0.92
1959,Synthetic Ward 1761,6514,446.01,6,Low,0.7
1960,Synthetic Ward 1762,283,72.11,6,Low,0.86
1961,Synthetic Ward 1763,6201,81.16,5,Middle,0.94
1962,Synthetic Ward 1764,2761,146.55,2,Low,0.61
1963,Synthetic Ward 1765,2419,339.68,3,Middle,0.9
1964,Synthetic Ward 1766,811,118.33,2,High,0.88
1965,Synthetic Ward 1767,2736,72.83,3,Low,0.68
1966,Synthetic Ward 1768,1667,135.94,3,Middle,0.99
1967,Synthetic Ward 1769,3323,304.06,2,High,0.63
1968,Synthetic Ward 1770,4913,194.05,6,High,0.63
1969,Synthetic Ward 1771,3222,335.68,3,High,0.89
1970,Synthetic Ward 1772,8333,461.91,2,Middle,0.72
1971,Synthetic Ward 1773,8441,76.65,3,Low,0.67
1972,Synthetic Ward 1774,6692,449.13,4,Low,0.59
1973,Synthetic Ward 1775,4778,43.57,6,Middle,0.88
1974,Synthetic Ward 1776,663,130.6,5,Low,0.89
1975,Synthetic Ward 1777,9480,32.8,3,Middle,0.78
1976,Synthetic Ward 1778,9474,439.04,4,Low,0.98
1977,Synthetic Ward 1779,7227,256.72,5,High,0.66
1978,Synthetic Ward 1780,5230,100.48,5,Low,0.61
1979,Synthetic Ward 1781,4488,415.06,3,Middle,0.84
1980,Synthetic Ward 1782,1856,221.02,2,Middle,0.88
1981,Synthetic Ward 1783,4399,295.18,3,High,0.61
1982,Synthetic Ward 1784,4133,338.85,4,Middle,0.54
1983,Synthetic Ward 1785,2051,95.08,5,Low,0.91
1984,Synthetic Ward 1786,5830,110.09,3,Low,0.99
1985,Synthetic Ward 1787,8881,59.72,2,High,0.82
1986,Synthetic Ward 1788,2163,378.93,3,Middle,0.64
1987,Synthetic Ward 1789,7874,318.29,6,High,1.0
1988,Synthetic Ward 1790,8786,284.73,2,Low,0.95
1989,Synthetic Ward 1791,4655,413.32,4,High,0.76
1990,Synthetic Ward 1792,9621,226.23,5,Middle,0.91
1991,Synthetic Ward 1793,3737,274.6,3,High,0.91
1992,Synthetic Ward 1794,2968,46.14,2,Middle,0.97
1993,Synthetic Ward 1795,6204,212.73,6,Middle,0.92
1994,Synthetic Ward 1796,6255,426.97,2,Low,0.82
1995,Synthetic Ward 1797,9730,47.59,6,Low,0.8
1996,Synthetic Ward 1798,3882,191.1,4,Low,0.73
1997,Synthetic Ward 1799,9007,362.57,5,Middle,0.81
1998,Synthetic Ward 1800,6967,196.63,4,High,0.9
1999,Synthetic Ward 1801,3764,27.76,3,Middle,0.98
2000,Synthetic Ward 1802,3695,33.05,2,Low,0.73
2001,Synthetic Ward 1803,8215,130.76,6,Low,0.79
2002,Synthetic Ward 1804,2646,119.47,6,High,0.72
2003,Synthetic Ward 1805,6029,334.8,2,Low,0.83
2004,Synthetic Ward 1806,2306,90.83,2,Low,0.81
2005,Synthetic Ward 1807,5446,492.69,3,Low,0.51
2006,Synthetic Ward 1808,6374,455.7,4,High,0.77
2007,Synthetic Ward 1809,6369,342.38,6,Middle,0.54
2008,Synthetic Ward 1810,9999,23.3,3,Low,0.51
2009,Synthetic Ward 1811,3005,345.37,4,High,0.9
2010,Synthetic Ward 1812,3579,477.7,3,Low,0.63
2011,Synthetic Ward 1813,2518,134.56,6,High,0.67
2012,Synthetic Ward 1814,4801,136.39,2,Low,0.53
2013,Synthetic Ward 1815,458,364.02,2,High,0.59
2014,Synthetic Ward 1816,7852,343.75,4,Low,0.88
2015,Synthetic Ward 1817,2116,325.3,5,Middle,0.75
2016,Synthetic Ward 1818,5166,240.43,4,Low,0.94
2017,Synthetic Ward 1819,811,72.85,5,High,0.7
2018,Synthetic Ward 1820,8606,120.51,3,Low,0.63
2019,Synthetic Ward 1821,2680,217.69,3,Middle,0.67
2020,Synthetic Ward 1822,5495,345.5,6,Low,0.86
2021,Synthetic Ward 1823,4993,22.49,5,High,0.78
2022,Synthetic Ward 1824,4393,151.02,6,High,0.95
2023,Synthetic Ward 1825,3255,134.41,2,Middle,0.8
2024,Synthetic Ward 1826,8572,386.06,5,High,0.75
2025,Synthetic Ward 1827,2994,252.69,4,Low,0.89
2026,Synthetic Ward 1828,1982,426.17,2,Low,0.97
2027,Synthetic Ward 1829,253,462.85,2,Low,0.68
2028,Synthetic Ward 1830,9718,393.38,4,High,0.62
2029,Synthetic Ward 1831,9889,487.62,2,Low,0.81
2030,Synthetic Ward 1832,8637,100.62,5,Low,0.75
2031,Synthetic Ward 1833,6249,347.9,6,Low,0.99
2032,Synthetic Ward 1834,7604,124.69,2,Middle,0.73
2033,Synthetic Ward 1835,3406,67.61,5,High,0.54
2034,Synthetic Ward 1836,2459,303.62,3,High,0.99
2035,Synthetic Ward 1837,7495,371.27,5,High,0.92
2036,Synthetic Ward 1838,2870,203.94,6,Middle,0.59
2037,Synthetic Ward 1839,9773,265.38,5,High,0.95
2038,Synthetic Ward 1840,8467,32.7,4,Middle,0.67
2039,Synthetic Ward 1841,4811,172.56,6,Middle,0.69
2040,Synthetic Ward 1842,6349,116.46,3,High,0.95
2041,Synthetic Ward 1843,6519,22.38,4,Low,0.77
2042,Synthetic Ward 1844,3196,131.9,5,Low,0.57
2043,Synthetic Ward 1845,6646,326.83,6,High,0.68
2044,Synthetic Ward 1846,6897,494.63,3,High,0.86
2045,Synthetic Ward 1847,7307,381.89,4,Middle,0.59
2046,Synthetic Ward 1848,8464,188.94,3,High,0.8
2047,Synthetic Ward 1849,3446,335.4,5,Middle,0.85
2048,Synthetic Ward 1850,4823,448.4,3,High,0.67
2049,Synthetic Ward 1851,3885,355.54,2,Low,0.85
2050,Synthetic Ward 1852,4337,397.8,4,Low,0.94
2051,Synthetic Ward 1853,1559,328.1,3,High,0.74
2052,Synthetic Ward 1854,8595,118.2,5,Middle,0.69
2053,Synthetic Ward 1855,3647,210.07,5,Low,0.63
2054,Synthetic Ward 1856,7278,112.15,3,Middle,0.8
2055,Synthetic Ward 1857,5687,35.49,5,High,0.94
2056,Synthetic Ward 1858,149,432.35,6,High,0.66
2057,Synthetic Ward 1859,5831,119.28,6,Low,0.7
2058,Synthetic Ward 1860,4532,276.48,6,High,0.7
2059,Synthetic Ward 1861,2960,394.75,2,Low,0.78
2060,Synthetic Ward 1862,8444,331.48,3,Middle,0.61
2061,Synthetic Ward 1863,6449,209.63,2,Low,0.91
2062,Synthetic Ward 1864,4625,235.23,5,Low,0.65
2063,Synthetic Ward 1865,2007,425.89,2,Middle,0.85
2064,Synthetic Ward 1866,9430,206.19,5,Low,0.76
2065,Synthetic Ward 1867,6364,20.56,5,Low,0.79
2066,Synthetic Ward 1868,1691,298.24,4,High,0.59
2067,Synthetic Ward 1869,6504,373.41,6,Middle,0.87
2068,Synthetic Ward 1870,8517,346.49,5,Low,0.59
2069,Synthetic Ward 1871,3101,367.62,4,Middle,0.56
2070,Synthetic Ward 1872,4647,126.8,6,Middle,0.77
2071,Synthetic Ward 1873,1116,232.35,5,Low,0.85
2072,Synthetic Ward 1874,2883,127.67,5,High,0.53
2073,Synthetic Ward 1875,5352,232.43,2,Middle,0.53
